ensembl_id,gene_symbol,ncbi_id
ENSMUSG00000038880,Mrps34,NCBI:79044
Unknown,Tce3,NCBI:79045
ENSG00000153885,KCTD15,NCBI:79047
ENSG00000187742,SECISBP2,NCBI:79048
ENSG00000129625,REEP5,NCBI:7905
ENSG00000184967,NOC4L,NCBI:79050
Unknown,RPY,NCBI:79051
Unknown,PTCPRN,NCBI:79052
ENSG00000159063,ALG8,NCBI:79053
ENSG00000144481,TRPM8,NCBI:79054
ENSG00000227890,PSMA2P3,NCBI:79055
ENSG00000135378,PRRG4,NCBI:79056
ENSG00000130032,PRRG3,NCBI:79057
ENSG00000169696,ASPSCR1,NCBI:79058
ENSMUSG00000073435,Nme3,NCBI:79059
ENSG00000168569,TMEM223,NCBI:79064
ENSG00000198925,ATG9A,NCBI:79065
ENSG00000127804,METTL16,NCBI:79066
ENSG00000140718,FTO,NCBI:79068
ENSG00000134901,POGLUT2,NCBI:79070
ENSG00000170522,ELOVL6,NCBI:79071
ENSG00000124279,FASTKD3,NCBI:79072
ENSG00000110108,TMEM109,NCBI:79073
ENSG00000135974,C2orf49,NCBI:79074
ENSG00000136982,DSCC1,NCBI:79075
ENSG00000179958,DCTPP1,NCBI:79077
ENSG00000164008,C1orf50,NCBI:79078
ENSMUSG00000002578,EOS,NCBI:7908
ENSG00000110104,CCDC86,NCBI:79080
ENSG00000162194,LBHD1,NCBI:79081
ENSG00000115648,MLPH,NCBI:79083
ENSG00000116455,WDR77,NCBI:79084
ENSG00000125648,SLC25A23,NCBI:79085
ENSG00000214046,SMIM7,NCBI:79086
ENSG00000182858,ALG12,NCBI:79087
ENSG00000130818,ZNF426,NCBI:79088
ENSG00000168591,TMUB2,NCBI:79089
HanXRQr2_Chr01g0025431,HEMC,NCBI:7909
ENSG00000007255,TRAPPC6A,NCBI:79090
ENSMUSG00000087668,Gm11186,NCBI:790909
ENSG00000067365,METTL22,NCBI:79091
MGP_CAROLIEiJ_G0002659,Gm11201,NCBI:790910
ENSMUSG00000085747,Slc13a2os,NCBI:790911
ENSMUSG00000087434,Rab11fip4os1,NCBI:790912
ENSMUSG00000086321,Gm11413,NCBI:790913
ENSG00000141527,CARD14,NCBI:79092
ENSG00000128965,CHAC1,NCBI:79094
ENSG00000171159,BBLN,NCBI:79095
Unknown,TRS-AGA3-1,NCBI:790951
ENSG00000265992,ESRG,NCBI:790952
AFUN2_002338,TSL,NCBI:790953
ENSG00000204922,UQCC3,NCBI:790955
Unknown,Rs5-8s1,NCBI:790956
ENSG00000149179,CSTPP1,NCBI:79096
Unknown,TRK-CTT2-3,NCBI:790966
ENSG00000150244,TRIM48,NCBI:79097
ENSG00000182795,C1orf116,NCBI:79098
Unknown,PFBI,NCBI:7910
ENSG00000225826,LINC00626,NCBI:79100
ENSG00000166012,TAF1D,NCBI:79101
ENSG00000173456,RNF26,NCBI:79102
ENSG00000225746,MEG8,NCBI:79104
ENSMUSG00000076288,Mir301b,NCBI:791069
ENSMUSG00000076460,Mir744,NCBI:791070
ENSMUSG00000076459,Mir758,NCBI:791071
ENSMUSG00000076120,Mir551b,NCBI:791072
ENSMUSG00000076454,Mir762,NCBI:791073
ENSMUSG00000076457,Mir802,NCBI:791074
ENSMUSG00000076444,Mir761,NCBI:791075
ENSMUSG00000076448,Mir763,NCBI:791076
ENSMUSG00000076456,Mir760,NCBI:791077
ENSMUSG00000076451,Mir770,NCBI:791079
ENSMUSG00000076453,Mir759,NCBI:791080
ENSMUSG00000076458,Mir764,NCBI:791081
Unknown,DBIP3,NCBI:791082
Unknown,CTPP5,NCBI:791086
Unknown,HHT4,NCBI:791087
ENSMUSG00000109224,Tmem147os,NCBI:791088
ENSMUSG00000095565,Ighv2-9-1,NCBI:791089
ENSG00000119487,MAPKAP1,NCBI:79109
ENSMUSG00000076646,Ighv2-6-8,NCBI:791090
ENSGALG00010000651,SM1,NCBI:7911
ENSG00000259905,PWRN1,NCBI:791114
ENSG00000260551,PWRN2,NCBI:791115
MGP_CAROLIEiJ_G0002646,9330160F10Rik,NCBI:791118
Unknown,SHFL1,NCBI:791121
Unknown,KTWS,NCBI:791122
Unknown,SHFLD2,NCBI:791123
Unknown,TRN-GTT4-1,NCBI:791226
Unknown,TRN-GTT6-1,NCBI:791227
Unknown,SPG36,NCBI:791228
Unknown,MACOM,NCBI:791229
Unknown,TRV-AAC1-5,NCBI:791230
Unknown,TRV-AAC3-1,NCBI:791231
Unknown,TRV-CAC1-3,NCBI:791232
Unknown,SPDA2,NCBI:791255
ENSMUSG00000078630,Tomt,NCBI:791260
Unknown,Gm9912,NCBI:791262
ENSMSPG00010018528,Gm9984,NCBI:791265
ENSMUSG00000054450,Gm9945,NCBI:791266
LOC6619148,Gm16488,NCBI:791267
ENSMSPG00010027888,Gm10115,NCBI:791270
Unknown,Gm9981,NCBI:791271
Unknown,Gm10091,NCBI:791272
Unknown,B630006N21Rik,NCBI:791273
Unknown,AY512949,NCBI:791274
MGP_CAROLIEiJ_G0004035,Gm9885,NCBI:791275
Unknown,A930039A15Rik,NCBI:791276
LOC6619140,Gm16495,NCBI:791278
ENSMSPG00010011977,Gm9993,NCBI:791280
LOC6616941,Gm10253,NCBI:791281
ENSMUSG00000057802,Gm10030,NCBI:791282
ENSMUSG00000055704,Gm9978,NCBI:791283
LOC6617108,Gm10152,NCBI:791284
ENSMUSG00000054618,Gm9951,NCBI:791287
Unknown,Gm9881,NCBI:791288
Unknown,Gm9938,NCBI:791290
ENSMUSG00000107108,Gm9936,NCBI:791292
Unknown,Gm9948,NCBI:791293
ENSMUSG00000054945,Gm9958,NCBI:791294
ENSMSPG00010011054,C030005K15Rik,NCBI:791295
Unknown,Gm9966,NCBI:791297
Unknown,Gm9956,NCBI:791298
ENSMUSG00000059659,Gm10069,NCBI:791299
ENSG00000124795,DEK,NCBI:7913
MGP_PahariEiJ_G0012066,Gm9752,NCBI:791300
ENSMUSG00000069804,Gm10277,NCBI:791303
ENSMSPG00010030640,Gm9915,NCBI:791306
ENSMUSG00000068680,Gm10248,NCBI:791307
Unknown,Gm9933,NCBI:791308
Unknown,Duxf5,NCBI:791309
Unknown,Gm10158,NCBI:791310
Unknown,Gm10000,NCBI:791311
Unknown,Gm9997,NCBI:791312
ENSMUSG00000103207,Gm9874,NCBI:791314
ENSMUSG00000115641,Gm9891,NCBI:791316
ENSMUSG00000092404,Gm9921,NCBI:791317
ENSMUSG00000063087,Zeb1os1,NCBI:791318
ENSG00000108771,DHX58,NCBI:79132
ENSMSPG00010050790,Gm9937,NCBI:791320
Unknown,Gm9876,NCBI:791322
ENSMUSG00000104868,Nwd2os,NCBI:791323
Unknown,Gm9799,NCBI:791324
ENSMUSG00000097421,D630011A20Rik,NCBI:791328
ENSMUSG00000055370,Gm9968,NCBI:791329
ENSG00000101247,NDUFAF5,NCBI:79133
MGP_CAROLIEiJ_G0002536,A230060F14Rik,NCBI:791330
Unknown,B930095I24Rik,NCBI:791332
LOC6620096,Gm10050,NCBI:791333
Unknown,Gm9914,NCBI:791335
ENSMUSG00000104299,Gm9924,NCBI:791336
ENSMUSG00000066938,Gm10190,NCBI:791338
ENSG00000226479,TMEM185B,NCBI:79134
Unknown,Gm10006,NCBI:791340
Unknown,Gm9990,NCBI:791341
ENSMSPG00010007063,Gm10097,NCBI:791342
ENSMUSG00000053358,Gm9905,NCBI:791343
Unknown,E330037I15Rik,NCBI:791344
Unknown,Gm9960,NCBI:791345
LOC6617160,Gm10118,NCBI:791346
Unknown,Gm10007,NCBI:791347
ENSG00000184831,APOO,NCBI:79135
ENSMUSG00000053185,Gm9898,NCBI:791350
ENSMUSG00000103570,C630004M23Rik,NCBI:791351
ENSMUSG00000053980,Gm9930,NCBI:791352
ENSMUSG00000102134,Gm9931,NCBI:791353
ENSMUSG00000052368,Gm9873,NCBI:791354
ENSMUSG00000090861,Arf4os,NCBI:791355
ENSMSPG00010038186,Gm9944,NCBI:791356
Unknown,Gm9982,NCBI:791357
LOC6617777,Gm10065,NCBI:791358
ENSMUSG00000055015,Gm9961,NCBI:791359
ENSSSCG00030058873,LY6G6E,NCBI:79136
ENSMUSG00000113336,Gm16497,NCBI:791361
ENSMSPG00010024541,C130032M10Rik,NCBI:791362
Unknown,A730071L15Rik,NCBI:791363
ENSMUSG00000055408,Hottip,NCBI:791364
Unknown,Gm10099,NCBI:791367
ENSMUSG00000056316,Gm9996,NCBI:791368
ENSMUSG00000052769,Gm9889,NCBI:791369
ENSG00000144567,RETREG2,NCBI:79137
ENSMUSG00000115699,A130051J06Rik,NCBI:791370
ENSMUSG00000103469,Gm9910,NCBI:791371
Unknown,B930078G14Rik,NCBI:791373
ENSMUSG00000110060,Gm9860,NCBI:791374
Unknown,Gm9932,NCBI:791375
ENSMUSG00000055072,Gm9964,NCBI:791376
MGP_PahariEiJ_G0005792,Gm9916,NCBI:791377
ENSMUSG00000110541,Gm10280,NCBI:791378
Unknown,C030009H01Rik,NCBI:791379
ENSMUSG00000053049,Gm15413,NCBI:791381
Unknown,Gm9753,NCBI:791382
ENSMUSG00000055048,Gm9962,NCBI:791383
LOC6616986,Gm10276,NCBI:791385
ENSMSPG00010032000,Gm10113,NCBI:791386
ENSMSPG00010029558,Gm9869,NCBI:791387
ENSG00000136986,DERL1,NCBI:79139
LOC6619130,Gm16498,NCBI:791390
ENSMSPG00010001940,Gm10165,NCBI:791391
ENSMSPG00010014131,A230065N10Rik,NCBI:791393
Unknown,Gm9878,NCBI:791394
Unknown,D330020A13Rik,NCBI:791395
LOC6619152,Gm16485,NCBI:791396
ENSMUSG00000055456,Gm9972,NCBI:791397
ENSG00000160050,CCDC28B,NCBI:79140
ENSMUSG00000067356,B430203G13Rik,NCBI:791400
ENSMUSG00000097652,Mhrt,NCBI:791403
Unknown,6530402D11Rik,NCBI:791404
Unknown,Gm10002,NCBI:791405
ENSMUSG00000055732,Gm9979,NCBI:791406
ENSMUSG00000057913,Gm10032,NCBI:791407
LOC6619133,Gm16496,NCBI:791408
Unknown,Gm9883,NCBI:791409
ENSMUSG00000056718,Gm13199,NCBI:791411
ENSMUSG00000053263,Gm12592,NCBI:791413
ENSMUSG00000056411,Gm12500,NCBI:791415
ENSMUSG00000068062,Gm14164,NCBI:791417
LOC6612241,Gm12511,NCBI:791419
ENSG00000040633,PHF23,NCBI:79142
ENSMSPG00010040590,Gm14168,NCBI:791421
ENSMUSG00000069796,Gm11426,NCBI:791422
ENSMUSG00000055045,Gm11190,NCBI:791423
ENSG00000125505,MBOAT7,NCBI:79143
ENSG00000125534,PPDPF,NCBI:79144
ENSG00000170791,CHCHD7,NCBI:79145
ENSG00000181027,FKRP,NCBI:79147
ENSG00000271447,MMP28,NCBI:79148
ENSG00000131848,ZSCAN5A,NCBI:79149
ENSG00000112294,ALDH5A1,NCBI:7915
ENSG00000283117,MGC4859,NCBI:79150
ENSG00000103089,FAAH,NCBI:79152
ENSG00000102886,GDPD3,NCBI:79153
ENSG00000278535,DHRS11,NCBI:79154
ENSG00000168884,TNIP2,NCBI:79155
ENSG00000166289,PLEKHF1,NCBI:79156
ENSG00000092931,MFSD11,NCBI:79157
ENSG00000111670,GNPTAB,NCBI:79158
ENSG00000273899,NOL12,NCBI:79159
ENSG00000204469,PRRC2A,NCBI:7916
ENSG00000268941,LINC01711,NCBI:79160
ENSG00000135185,TMEM243,NCBI:79161
ENSG00000105617,LENG1,NCBI:79165
ENSG00000170858,LILRP2,NCBI:79166
ENSG00000276001,LILRP1,NCBI:79167
ENSG00000244482,LILRA6,NCBI:79168
ENSG00000143793,C1orf35,NCBI:79169
ENSG00000204463,BAG6,NCBI:7917
ENSG00000167183,PRR15L,NCBI:79170
ENSG00000126254,RBM42,NCBI:79171
ENSG00000138092,CENPO,NCBI:79172
ENSG00000132016,BRME1,NCBI:79173
ENSG00000184164,CRELD2,NCBI:79174
ENSG00000088876,ZNF343,NCBI:79175
ENSG00000107872,PSD,NCBI:79176
ENSG00000124444,ZNF576,NCBI:79177
ENSG00000259431,THTPA,NCBI:79178
ENSG00000204438,GPANK1,NCBI:7918
ENSG00000142634,EFHD2,NCBI:79180
ENSG00000124120,TTPAL,NCBI:79183
ENSG00000185515,BRCC3,NCBI:79184
ENSG00000105255,FSD1,NCBI:79187
ENSG00000170876,TMEM43,NCBI:79188
ENSG00000198563,DDX39B,NCBI:7919
ENSG00000159387,IRX6,NCBI:79190
ENSG00000177508,IRX3,NCBI:79191
ENSG00000170549,IRX1,NCBI:79192
Unknown,AF313042,NCBI:79195
ENSMUSG00000037606,Osbpl5,NCBI:79196
Unknown,Ihit1,NCBI:79198
Unknown,Naip3l1,NCBI:79199
ENSG00000204427,ABHD16A,NCBI:7920
ENSMUSG00000037613,Tnfrsf23,NCBI:79201
ENSMUSG00000010751,Tnfrsf22,NCBI:79202
Unknown,D6S207E,NCBI:7921
ENSG00000112473,SLC39A7,NCBI:7922
ENSMUSG00000004698,Hdac9,NCBI:79221
ENSG00000131652,THOC6,NCBI:79228
ENSG00000204228,HSD17B8,NCBI:7923
ENSG00000130544,ZNF557,NCBI:79230
ENSG00000235197,ZNF33CP,NCBI:79231
ENSG00000151963,ZNF37CP,NCBI:79232
ENSMUSG00000046556,Zfp319,NCBI:79233
ENSMUSG00000081229,Lamr1-ps1,NCBI:79234
ENSMUSG00000028003,Lrat,NCBI:79235
Unknown,IGLP1,NCBI:7925
ENSG00000142606,MMEL1,NCBI:79258
Unknown,IGLP2,NCBI:7926
ENSMUSG00000045409,Trim39,NCBI:79263
ENSMUSG00000000600,Krit1,NCBI:79264
ENSG00000122741,DCAF10,NCBI:79269
ENSXETG00000020571,IGAT,NCBI:7927
ENSG00000234895,OR52X1P,NCBI:79272
ENSG00000262980,OR52L2P,NCBI:79274
Unknown,ISCW,NCBI:7928
ENSG00000228963,OR7E93P,NCBI:79282
ENSG00000166408,OR5P1P,NCBI:79283
ENSG00000232535,OR5H8,NCBI:79289
ENSG00000256574,OR13A1,NCBI:79290
ENSG00000187900,OR5H7P,NCBI:79291
ENSG00000255312,OR4C7P,NCBI:79294
ENSG00000230301,OR5H6,NCBI:79295
ENSG00000273085,OR52E1,NCBI:79296
ENSG00000249321,OR5H5P,NCBI:79297
ENSG00000248507,OR5H4P,NCBI:79299
ENSG00000104327,CALB1,NCBI:793
ENSG00000224300,OR51P1P,NCBI:79300
ENSG00000255131,OR9L1P,NCBI:79301
ENSG00000203560,OR52J1P,NCBI:79302
ENSG00000188439,OR4P1P,NCBI:79308
ENSG00000249975,OR5H3P,NCBI:79309
ENSG00000197938,OR5H2,NCBI:79310
ENSG00000234288,OR1AA1P,NCBI:79312
ENSG00000223677,OR2AD1P,NCBI:79313
ENSG00000290930,OR7E91P,NCBI:79315
ENSG00000229386,OR8B9P,NCBI:79316
ENSG00000176281,OR4K5,NCBI:79317
ENSG00000258541,OR4K4P,NCBI:79318
ENSG00000204657,OR2H2,NCBI:7932
ENSG00000254430,OR6M3P,NCBI:79321
ENSG00000258564,OR4N1P,NCBI:79322
ENSG00000278870,OR51G1,NCBI:79324
ENSG00000142156,OPLL,NCBI:7933
ENSG00000258453,OR11H2,NCBI:79334
ENSG00000183251,OR51B4,NCBI:79339
ENSG00000279012,OR51B2,NCBI:79345
ENSG00000176540,OR4C5,NCBI:79346
ENSG00000204356,NELFE,NCBI:7936
ENSMUSG00000030256,Bhlhe41,NCBI:79362
ENSG00000132881,CPLANE2,NCBI:79363
ENSG00000070476,ZXDC,NCBI:79364
ENSG00000123095,BHLHE41,NCBI:79365
ENSG00000198157,HMGN5,NCBI:79366
ENSG00000132704,FCRL2,NCBI:79368
ENSG00000176383,B3GNT4,NCBI:79369
ENSXETG00000047116,RWS,NCBI:7937
ENSG00000121380,BCL2L14,NCBI:79370
GeneID_100165787,CP20,NCBI:7938
ENSMUSG00000039682,LAP,NCBI:7939
ENSG00000172137,CALB2,NCBI:794
ENSG00000204482,LST1,NCBI:7940
ENSG00000290203,NOX5,NCBI:79400
ENSMUSG00000046957,Spz1,NCBI:79401
ENSG00000146070,PLA2G7,NCBI:7941
Unknown,Klra23,NCBI:79410
ENSG00000163521,GLB1L,NCBI:79411
ENSG00000131650,KREMEN2,NCBI:79412
ENSG00000177494,ZBED2,NCBI:79413
ENSG00000126243,LRFN3,NCBI:79414
ENSG00000178927,CYBC1,NCBI:79415
ENSG00000112561,TFEB,NCBI:7942
Unknown,CYP3AP2,NCBI:79424
ENSG00000214367,HAUS3,NCBI:79441
ENSG00000163827,LRRC2,NCBI:79442
ENSG00000163820,FYCO1,NCBI:79443
ENSG00000101197,BIRC7,NCBI:79444
ENSG00000176473,WDR25,NCBI:79446
ENSG00000280789,PAGR1,NCBI:79447
ENSMUSG00000029235,Pdcl2,NCBI:79455
ENSMUSG00000033762,Recql4,NCBI:79456
ENSMUSG00000063129,Aldoart2,NCBI:79459
ENSMUSG00000029199,Lias,NCBI:79464
ENSG00000131019,ULBP3,NCBI:79465
ENSG00000116652,DLEU2L,NCBI:79469
ENSG00000184321,OR51J1,NCBI:79470
ENSG00000181001,OR52N1,NCBI:79473
ENSG00000255466,OR5AL2P,NCBI:79476
Unknown,PBCRA1,NCBI:7948
ENSG00000272987,OR5AL1,NCBI:79482
ENSG00000254749,OR5BD1P,NCBI:79483
ENSG00000213182,OR10D5P,NCBI:79488
ENSG00000198674,OR10G6,NCBI:79490
ENSG00000250750,OR5BM1P,NCBI:79491
ENSG00000179170,OR7E97P,NCBI:79492
ENSG00000255461,OR8I1P,NCBI:79498
ENSG00000169906,S100G,NCBI:795
ENSG00000186092,OR4F5,NCBI:79501
ENSG00000254490,OR5M7P,NCBI:79508
ENSG00000254603,OR5M6P,NCBI:79512
ENSG00000227445,OR10R1P,NCBI:79513
ENSG00000203758,OR10T1P,NCBI:79514
ENSG00000226461,OR10G5P,NCBI:79515
ENSG00000230416,OR5M4P,NCBI:79518
Unknown,TNDM,NCBI:7952
ENSG00000237354,OR52S1P,NCBI:79521
ENSG00000254752,OR5M2P,NCBI:79523
ENSG00000225003,OR51A5P,NCBI:79525
ENSG00000184789,OR4C10P,NCBI:79526
ENSG00000255215,OR4R1P,NCBI:79528
ENSG00000230261,OR52J2P,NCBI:79529
ENSG00000254925,OR4C9P,NCBI:79530
ENSG00000227023,OR51A3P,NCBI:79532
ENSG00000226157,OR52E3P,NCBI:79533
ENSG00000254841,OR4V1P,NCBI:79534
ENSG00000188668,OR7E90P,NCBI:79537
ENSG00000273423,OR13I1P,NCBI:79538
Unknown,HBFQTL2,NCBI:7954
ENSG00000180658,OR2A4,NCBI:79541
ENSG00000155249,OR4K1,NCBI:79544
ENSG00000254613,OR6M2P,NCBI:79546
ENSG00000255804,OR6J1,NCBI:79549
ENSG00000236548,RNF217-AS1,NCBI:7955
ENSG00000197161,OR4C4P,NCBI:79550
ENSMUSG00000029073,Cptp,NCBI:79554
ENSMUSG00000019132,BC005537,NCBI:79555
HanXRQr2_Chr10g0433331,NTT,NCBI:7956
ENSMUSG00000041231,Ublcp1,NCBI:79560
Unknown,BC002245,NCBI:79561
ENSMUSG00000040557,Mettl27,NCBI:79565
ENSMUSG00000013646,Sh3bp5l,NCBI:79566
ENSG00000039523,RIPOR1,NCBI:79567
ENSG00000162972,MAIP1,NCBI:79568
ENSG00000112425,EPM2A,NCBI:7957
ENSG00000084628,NKAIN1,NCBI:79570
ENSG00000179562,GCC1,NCBI:79571
ENSG00000133657,ATP13A3,NCBI:79572
ENSG00000143643,TTC13,NCBI:79573
ENSG00000198758,EPS8L3,NCBI:79574
ENSG00000127220,ABHD8,NCBI:79575
ENSG00000101882,NKAP,NCBI:79576
ENSG00000134371,CDC73,NCBI:79577
ENSG00000185803,SLC52A2,NCBI:79581
ENSG00000144451,SPAG16,NCBI:79582
ENSG00000205084,TMEM231,NCBI:79583
ENSG00000262246,CORO7,NCBI:79585
ENSG00000123989,CHPF,NCBI:79586
ENSG00000134905,CARS2,NCBI:79587
ENSG00000133135,RNF128,NCBI:79589
Unknown,FEA,NCBI:7959
ENSG00000143314,MRPL24,NCBI:79590
ENSG00000120029,ARMH3,NCBI:79591
ENSG00000090432,MUL1,NCBI:79594
ENSG00000136715,SAP130,NCBI:79595
ENSG00000152193,OBI1,NCBI:79596
ENSG00000182504,CEP97,NCBI:79598
ENSG00000110680,CALCA,NCBI:796
Unknown,MRBC,NCBI:7960
ENSG00000204852,TCTN1,NCBI:79600
ENSG00000006831,ADIPOR2,NCBI:79602
ENSG00000090661,CERS4,NCBI:79603
ENSG00000177614,PGBD5,NCBI:79605
ENSG00000197798,FAM118B,NCBI:79607
ENSG00000166405,RIC3,NCBI:79608
ENSG00000100483,VCPKMT,NCBI:79609
ENSG00000111058,ACSS3,NCBI:79611
ENSG00000172766,NAA16,NCBI:79612
ENSG00000103047,TANGO6,NCBI:79613
ENSG00000135083,CCNJL,NCBI:79616
ENSG00000147421,HMBOX1,NCBI:79618
Unknown,PBCA,NCBI:7962
ENSG00000136104,RNASEH2B,NCBI:79621
ENSG00000161981,SNRNP25,NCBI:79622
ENSG00000158089,GALNT14,NCBI:79623
ENSG00000146476,ARMT1,NCBI:79624
ENSG00000173376,NDNF,NCBI:79625
ENSG00000163154,TNFAIP8L2,NCBI:79626
ENSG00000119900,OGFRL1,NCBI:79627
ENSG00000169247,SH3TC2,NCBI:79628
ENSG00000099330,OCEL1,NCBI:79629
Unknown,TS546,NCBI:7963
ENSG00000118292,C1orf54,NCBI:79630
ENSG00000140598,EFL1,NCBI:79631
ENSG00000111879,FAM184A,NCBI:79632
ENSG00000196159,FAT4,NCBI:79633
ENSG00000144306,SCRN3,NCBI:79634
ENSG00000176714,CCDC121,NCBI:79635
ENSG00000125449,ARMC7,NCBI:79637
ENSG00000126106,TMEM53,NCBI:79639
ENSG00000184208,C22orf46P,NCBI:79640
ENSG00000067836,ROGDI,NCBI:79641
ENSG00000180801,ARSJ,NCBI:79642
ENSG00000176108,CHMP6,NCBI:79643
ENSG00000128039,SRD5A3,NCBI:79644
ENSG00000034239,CLXN,NCBI:79645
ENSG00000120137,PANK3,NCBI:79646
ENSG00000174574,AKIRIN1,NCBI:79647
ENSG00000147316,MCPH1,NCBI:79648
ENSG00000129680,MAP7D3,NCBI:79649
ENSG00000106305,AIMP2,NCBI:7965
ENSG00000103005,USB1,NCBI:79650
ENSG00000129667,RHBDF2,NCBI:79651
ENSG00000131634,TMEM204,NCBI:79652
ENSG00000126107,HECTD3,NCBI:79654
ENSG00000162373,BEND5,NCBI:79656
ENSG00000005175,RPAP3,NCBI:79657
ENSG00000071205,ARHGAP10,NCBI:79658
ENSG00000187240,DYNC2H1,NCBI:79659
ENSG00000173281,PPP1R3B,NCBI:79660
ENSG00000140398,NEIL1,NCBI:79661
ENSG00000169087,HSPBAP1,NCBI:79663
ENSG00000128915,ICE2,NCBI:79664
ENSG00000108406,DHX40,NCBI:79665
ENSG00000175895,PLEKHF2,NCBI:79666
ENSG00000231160,KLF3-AS1,NCBI:79667
ENSG00000151883,PARP8,NCBI:79668
ENSG00000114529,C3orf52,NCBI:79669
ENSG00000083223,TUT7,NCBI:79670
ENSG00000160703,NLRX1,NCBI:79671
ENSG00000141560,FN3KRP,NCBI:79672
ENSG00000181894,ZNF329,NCBI:79673
ENSG00000197415,VEPH1,NCBI:79674
ENSG00000138399,FASTKD1,NCBI:79675
ENSG00000111325,OGFOD2,NCBI:79676
ENSG00000163029,SMC6,NCBI:79677
ENSG00000134258,VTCN1,NCBI:79679
ENSG00000215012,RTL10,NCBI:79680
ENSG00000151725,CENPU,NCBI:79682
ENSG00000175048,ZDHHC14,NCBI:79683
ENSG00000120458,MSANTD2,NCBI:79684
ENSG00000164576,SAP30L,NCBI:79685
ENSG00000127954,STEAP4,NCBI:79689
ENSG00000197093,GAL3ST4,NCBI:79690
ENSG00000151576,QTRT2,NCBI:79691
ENSG00000181315,ZNF322,NCBI:79692
ENSG00000196449,YRDC,NCBI:79693
ENSG00000172469,MANEA,NCBI:79694
ENSG00000119514,GALNT12,NCBI:79695
ENSG00000119703,ZC2HC1C,NCBI:79696
ENSG00000170468,RIOX1,NCBI:79697
ENSG00000165061,ZMAT4,NCBI:79698
ENSG00000162378,ZYG11B,NCBI:79699
ENSG00000175868,CALCB,NCBI:797
ENSG00000181396,OGFOD3,NCBI:79701
ENSG00000173715,TOP6BL,NCBI:79703
ENSG00000154237,LRRK1,NCBI:79705
ENSG00000128563,PRKRIP1,NCBI:79706
ENSG00000162408,NOL9,NCBI:79707
ENSG00000130309,COLGALT1,NCBI:79709
ENSGACG00000027658,GHS,NCBI:7971
ENSG00000133131,MORC4,NCBI:79710
ENSG00000196497,IPO4,NCBI:79711
ENSG00000121964,GTDC1,NCBI:79712
ENSG00000126246,IGFLR1,NCBI:79713
ENSG00000164051,CCDC51,NCBI:79714
ENSG00000215440,NPEPL1,NCBI:79716
ENSG00000127125,PPCS,NCBI:79717
ENSG00000177565,TBL1XR1,NCBI:79718
ENSG00000103591,AAGAB,NCBI:79719
ENSG00000139722,VPS37B,NCBI:79720
ENSG00000164512,ANKRD55,NCBI:79722
ENSG00000152455,SUV39H2,NCBI:79723
ENSG00000169957,ZNF768,NCBI:79724
ENSG00000168152,THAP9,NCBI:79725
ENSG00000103091,WDR59,NCBI:79726
ENSG00000131914,LIN28A,NCBI:79727
ENSG00000083093,PALB2,NCBI:79728
ENSG00000214193,SH3D21,NCBI:79729
ENSG00000179299,NSUN7,NCBI:79730
ENSG00000137513,NARS2,NCBI:79731
ENSG00000129173,E2F8,NCBI:79733
ENSG00000100379,KCTD17,NCBI:79734
ENSG00000104946,TBC1D17,NCBI:79735
ENSG00000172171,TEFM,NCBI:79736
ENSG00000179941,BBS10,NCBI:79738
ENSG00000137941,TTLL7,NCBI:79739
ENSXETG00000010087,HRX,NCBI:7974
ENSG00000169064,ZBBX,NCBI:79740
ENSG00000216937,CCDC7,NCBI:79741
ENSG00000147113,DIPK2B,NCBI:79742
ENSG00000105136,ZNF419,NCBI:79744
ENSG00000115295,CLIP4,NCBI:79745
ENSG00000134463,ECHDC3,NCBI:79746
ENSG00000118492,ADGB,NCBI:79747
ENSG00000140506,LMAN1L,NCBI:79748
ENSG00000198517,MAFK,NCBI:7975
ENSG00000151789,ZNF385D,NCBI:79750
ENSG00000177542,SLC25A22,NCBI:79751
ENSG00000104231,ZFAND1,NCBI:79752
ENSG00000163877,SNIP1,NCBI:79753
ENSG00000196372,ASB13,NCBI:79754
ENSG00000141579,ZNF750,NCBI:79755
ENSG00000102796,DHRS12,NCBI:79758
ENSG00000167394,ZNF668,NCBI:79759
ENSG00000104290,FZD3,NCBI:7976
ENSG00000142252,GEMIN7,NCBI:79760
ENSG00000162817,C1orf115,NCBI:79762
ENSG00000063241,ISOC2,NCBI:79763
ENSG00000102890,ELMO3,NCBI:79767
ENSG00000134152,KATNBL1,NCBI:79768
ENSXETG00000007868,MHS3,NCBI:7977
ENSG00000113621,TXNDC15,NCBI:79770
ENSG00000175471,MCTP1,NCBI:79772
ENSG00000139835,GRTP1,NCBI:79774
ENSG00000091656,ZFHX4,NCBI:79776
ENSG00000181513,ACBD4,NCBI:79777
ENSG00000164877,MICALL2,NCBI:79778
ENSG00000127989,MTERF1,NCBI:7978
ENSG00000149231,CCDC82,NCBI:79780
ENSG00000132321,IQCA1,NCBI:79781
ENSG00000114248,LRRC31,NCBI:79782
ENSG00000175600,SUGCT,NCBI:79783
ENSG00000105357,MYH14,NCBI:79784
ENSG00000111404,RERGL,NCBI:79785
ENSG00000135686,KLHL36,NCBI:79786
ENSG00000197497,ZNF665,NCBI:79788
ENSG00000165959,CLMN,NCBI:79789
ENSG00000127922,SEM1,NCBI:7979
ENSG00000103264,FBXO31,NCBI:79791
ENSG00000104518,GSDMD,NCBI:79792
